agent,best_objective_fx,best_penalties,best_penalized,friend_imports,friend_improvements
genetic,5557.586264062873,561.8313625933484,6119.417626656222,0.0,0.0
annealing,3870.042141901812,500.0,4370.042141901812,0.0,0.0
tabu,3874.743432505794,500.0,4374.743432505794,2.0,1.0
global_best,3870.042141901812,500.0,4370.042141901812,,
