agent,best_objective_fx,best_penalties,best_penalized,enemy_imports,enemy_improvements
genetic,41557.58626406287,561.8313625933484,42119.41762665622,0.0,0.0
annealing,30914.759510022723,500.36034912718213,31415.119859149905,0.0,0.0
tabu,41026.87033688456,0.0,41026.87033688456,3.0,0.0
global_best,30914.759510022723,500.36034912718213,31415.119859149905,,
