agent,best_objective_fx,best_penalties,best_penalized,friend_imports,friend_improvements
genetic,4666.656769223723,1556.637198437446,6223.2939676611695,0.0,0.0
annealing,4240.479662774729,8.069341620205314,4248.549004394935,1.0,0.0
tabu,4244.083667490834,9.220973098132337,4253.304640588966,2.0,1.0
global_best,4240.479662774729,8.069341620205314,4248.549004394935,,
