Itérations;Améliorations;Temps (s);Coût initial;Coût final;Gain (%);Route ID;Clients;Véhicules;Véh. utilisés;Distance (km);Violations
5675;78;7,01;4832,08;78,85;98,37;2939484;20;3;2;401,47;0
