Itérations;Améliorations;Temps (s);f(x) initial;f(x) final;Gain (%);Route ID;Clients;Véhicules;Véh. utilisés;Distance (km);Violations
5675;51;2,9;5252,6;5072,61;3,43;2939484;20;3;1;363,04;0
