agent,best_objective_fx,best_penalties,best_penalized,friend_imports,friend_improvements
genetic,5179.472158903613,139.0240905250991,5318.496249428712,0.0,0.0
annealing,3170.6896655194955,0.0,3170.6896655194955,1.0,0.0
tabu,3174.96206290675,0.0,3174.96206290675,2.0,1.0
global_best,3170.6896655194955,0.0,3170.6896655194955,,
